account_id,unique_senders,total_incoming_transactions,total_incoming_amount,sender_accounts
PNCB596354,4,4,2794.1,"['UBS814576', 'USBA865915', 'STAN267029', 'UBS598994']"
USBA499385,4,4,2790.1,"['WELL117276', 'CITI465311', 'PNCB968713', 'SWIS873506']"
CAPI564172,4,4,2738.44,"['BARC138245', 'LUXE934281', 'GOLD511346', 'CRED611274']"
WELL294119,4,4,2732.93,"['LUXE702392', 'CHAS505833', 'TDBA611111', 'BARC230495']"
CITI766024,4,4,2709.82,"['SHEL712885', 'SWIS547716', 'SHEL484060', 'CHAS248387']"
BANK272295,4,4,2705.05,"['OFFS647334', 'BANK767818', 'UBS799269', 'PRIV250587']"
USBA530800,4,4,2666.7100000000005,"['LUXE589196', 'BARC540100', 'CAYM754006', 'SWIS475587']"
CAPI389261,4,4,2649.6200000000003,"['GOLD168728', 'BARC422539', 'GOLD921846', 'BARC901665']"
CAYM632822,4,4,2620.5,"['BANK560344', 'PRIV946929', 'TDBA615324', 'CRED574580']"
DEUT610130,4,4,2563.35,"['HSBC130089', 'CHAS481498', 'CAYM282795', 'OFFS480142']"
OFFS917135,4,4,2539.83,"['OFFS705328', 'DEUT714697', 'SHEL173359', 'DEUT323035']"
CRED192852,4,4,2535.3,"['TDBA830492', 'HSBC818042', 'BARC565010', 'SWIS546839']"
STAN219940,4,4,2533.0499999999997,"['SWIS133593', 'PRIV780570', 'UBS474423', 'BANK474878']"
DEUT556825,4,4,2527.5,"['BARC548529', 'PNCB256556', 'STAN188075', 'PRIV253351']"
CHAS630034,4,4,2496.3500000000004,"['CAYM148978', 'STAN907895', 'GOLD473319', 'STAN595128']"
STAN932758,4,4,2494.1099999999997,"['HSBC939220', 'DEUT968879', 'SHEL380933', 'DEUT905466']"
STAN783986,4,4,2489.09,"['BANK696174', 'PNCB791403', 'USBA868820', 'GOLD907268']"
CRED927208,4,4,2393.57,"['MORG148169', 'CITI848807', 'OFFS163622', 'WELL319384']"
CHAS393589,4,4,2380.8199999999997,"['SHEL475427', 'CAPI311017', 'OFFS263042', 'OFFS647334']"
CAYM949753,4,4,2368.97,"['PNCB682455', 'BARC315956', 'WELL206114', 'BANK173891']"
BANK775881,4,4,2367.29,"['CITI796309', 'OFFS121005', 'BANK876231', 'SWIS111131']"
GOLD633700,4,4,2366.06,"['HSBC848034', 'DEUT276403', 'TDBA467631', 'CITI941784']"
SHEL159199,4,4,2331.33,"['LUXE895159', 'LUXE148760', 'PRIV530253', 'CRED958520']"
WELL885943,4,4,2328.2599999999998,"['STAN717018', 'SWIS730746', 'CHAS730615', 'CRED823720']"
CAPI713665,4,4,2274.38,"['CRED495691', 'OFFS975921', 'BARC955453', 'WELL204086']"
MORG857763,4,4,2268.45,"['DEUT301255', 'WELL603111', 'CRED122898', 'LUXE433564']"
CAPI744247,4,4,2263.43,"['PRIV143347', 'PRIV954766', 'MORG747617', 'LUXE745936']"
CAYM848746,4,4,2251.92,"['USBA617209', 'CHAS698894', 'SWIS475210', 'GOLD812276']"
PNCB577191,4,4,2230.83,"['CAPI938723', 'CHAS633633', 'CAPI620794', 'CRED427886']"
OFFS445125,4,4,2216.15,"['CAPI731664', 'BANK918736', 'BARC991384', 'MORG616793']"
MORG982932,4,4,2209.33,"['SWIS659905', 'LUXE664267', 'BARC887408', 'MORG517109']"
HSBC628694,4,4,2197.4100000000003,"['USBA190101', 'CAYM690366', 'PNCB596354', 'CHAS961913']"
GOLD721886,4,4,2183.84,"['PNCB514830', 'USBA617209', 'USBA991076', 'STAN362854']"
SHEL190568,4,5,2176.37,"['GOLD981860', 'PNCB840748', 'BANK960169', 'HSBC817125']"
PRIV954766,4,4,2136.45,"['CAPI195027', 'UBS177070', 'TDBA719047', 'WELL621276']"
DEUT516072,4,4,2111.79,"['CAPI971325', 'PRIV101550', 'CAYM186282', 'LUXE600519']"
DEUT891685,4,4,2108.47,"['GOLD803724', 'PNCB637806', 'CAYM421416', 'UBS487096']"
BARC660117,4,4,2061.29,"['SHEL475427', 'CHAS710452', 'CRED105924', 'HSBC558292']"
LUXE194407,4,4,2047.43,"['BARC693633', 'TDBA363626', 'GOLD605252', 'STAN948791']"
CITI866732,4,4,2012.01,"['HSBC558292', 'USBA563045', 'MORG993458', 'TDBA374620']"
CAYM662719,4,4,2011.55,"['HSBC939220', 'BANK967396', 'BARC273691', 'SHEL712885']"
PNCB720725,4,4,2010.8799999999999,"['SWIS946196', 'PRIV599477', 'USBA625352', 'STAN670845']"
PRIV250587,4,4,1985.7000000000003,"['USBA490026', 'CAPI383827', 'PRIV885034', 'PNCB514830']"
SWIS125731,4,4,1972.7600000000002,"['CAYM816067', 'LUXE400804', 'PRIV294443', 'TDBA422203']"
PNCB138669,4,4,1965.23,"['PRIV277654', 'CRED833049', 'GOLD499870', 'LUXE635592']"
PRIV412422,4,4,1963.82,"['WELL206114', 'OFFS637941', 'CAPI970532', 'PNCB571035']"
GOLD369782,4,4,1956.1399999999999,"['PNCB610112', 'TDBA739587', 'OFFS235151', 'UBS815900']"
SHEL967473,4,4,1919.97,"['WELL188866', 'SWIS469403', 'CAYM783235', 'PNCB182432']"
CAYM427082,4,4,1874.79,"['CHAS730615', 'CAYM640157', 'PRIV239998', 'USBA271335']"
CAYM852086,4,4,1864.1100000000001,"['UBS114369', 'WELL650797', 'PNCB153722', 'CHAS209875']"
SWIS686282,4,4,1847.32,"['OFFS966041', 'CAYM431461', 'BANK355097', 'HSBC917124']"
GOLD319641,4,4,1792.4800000000002,"['CAPI153361', 'GOLD571258', 'HSBC449847', 'LUXE886073']"
UBS457150,4,4,1791.7,"['SWIS679949', 'CAYM567473', 'SHEL275240', 'CAYM387531']"
WELL850403,4,4,1784.32,"['OFFS467969', 'CAYM949753', 'USBA512285', 'CHAS248387']"
CITI796309,4,4,1764.69,"['DEUT172798', 'OFFS881466', 'CAYM547850', 'CAPI291741']"
PRIV235832,4,4,1759.1100000000001,"['BARC196542', 'STAN158237', 'STAN696782', 'MORG412193']"
CHAS762132,4,4,1750.42,"['CAPI966186', 'USBA332879', 'PNCB523759', 'DEUT729200']"
MORG501072,4,4,1749.0700000000002,"['PRIV512809', 'CHAS122133', 'HSBC352298', 'PNCB571035']"
UBS949394,4,4,1743.08,"['BANK914581', 'CRED673324', 'UBS559260', 'STAN668544']"
LUXE668086,4,4,1728.06,"['CHAS393589', 'CITI333045', 'GOLD598380', 'HSBC428287']"
DEUT498277,4,4,1716.19,"['BANK801659', 'CAYM165285', 'HSBC153089', 'CITI888111']"
OFFS979377,4,4,1708.38,"['SWIS656880', 'CITI358325', 'OFFS263042', 'PNCB794037']"
CAPI618706,4,4,1698.31,"['UBS598994', 'GOLD311601', 'DEUT398330', 'GOLD811874']"
GOLD963555,4,4,1685.65,"['SHEL782390', 'CAPI815893', 'BARC961941', 'USBA105650']"
OFFS921609,4,4,1665.5200000000002,"['BANK760072', 'USBA991076', 'WELL117276', 'SHEL923479']"
OFFS395596,4,4,1651.73,"['TDBA947252', 'CAYM282806', 'SHEL275240', 'CITI477483']"
STAN293488,4,4,1568.54,"['UBS266029', 'GOLD916025', 'USBA617209', 'CHAS759513']"
MORG979084,4,4,1565.62,"['PRIV875175', 'CITI123614', 'BARC548529', 'OFFS830046']"
CAYM646837,4,4,1563.3700000000001,"['PNCB656454', 'BANK993978', 'PNCB646287', 'USBA376805']"
CAPI236351,4,4,1536.4900000000002,"['STAN633248', 'PRIV739266', 'MORG989535', 'BANK403252']"
SHEL288215,4,4,1473.13,"['CHAS516051', 'SWIS628509', 'GOLD586750', 'PNCB153722']"
BARC160569,4,4,1460.9899999999998,"['DEUT544451', 'WELL433164', 'HSBC561230', 'SWIS234888']"
LUXE189059,4,4,1430.4099999999999,"['USBA955385', 'MORG109902', 'PRIV809680', 'BANK493849']"
MORG563951,4,4,1367.3600000000001,"['CAPI624947', 'LUXE543292', 'CAPI969693', 'HSBC848034']"
CRED930132,4,4,1356.2,"['CHAS131793', 'CHAS633739', 'DEUT323035', 'WELL885943']"
SHEL820398,4,4,1355.24,"['BANK766535', 'PNCB360070', 'CRED958802', 'DEUT154281']"
CRED362547,4,4,1331.56,"['CITI102313', 'SHEL265300', 'LUXE675230', 'STAN795947']"
WELL650797,4,4,1316.8899999999999,"['TDBA327116', 'LUXE986716', 'GOLD671220', 'OFFS122305']"
STAN192374,4,4,1302.01,"['STAN185653', 'GOLD533621', 'DEUT610130', 'BARC323608']"
MORG985993,4,4,1272.4299999999998,"['SHEL671929', 'OFFS637941', 'SWIS926813', 'PNCB404224']"
CITI771889,4,4,1269.5700000000002,"['BARC338521', 'CRED799232', 'STAN582488', 'CRED132002']"
HSBC818042,4,4,1254.97,"['SWIS942057', 'PRIV218261', 'DEUT865331', 'TDBA988963']"
CAYM117918,4,4,1234.28,"['STAN498315', 'SWIS385342', 'MORG737867', 'BARC856304']"
STAN488542,4,4,1216.4099999999999,"['STAN110869', 'CHAS788190', 'UBS359686', 'USBA328439']"
CAYM851903,4,4,1195.52,"['WELL227750', 'CAPI842202', 'DEUT786357', 'CAYM852086']"
CAYM222095,4,4,1137.3300000000002,"['CITI697659', 'UBS268987', 'CRED369786', 'PNCB948583']"
CHAS230667,4,4,1088.3200000000002,"['USBA790588', 'BARC711040', 'BANK686384', 'GOLD963555']"
WELL467859,4,4,1043.0,"['TDBA335119', 'PRIV239998', 'BANK508259', 'CHAS357783']"
BARC264199,4,4,979.19,"['PRIV780570', 'OFFS429794', 'UBS765733', 'SHEL841212']"
CITI548914,4,4,966.77,"['GOLD533621', 'BARC607204', 'CHAS334855', 'LUXE400804']"
PNCB831504,4,4,944.55,"['CHAS807068', 'MORG359360', 'CITI807340', 'TDBA887612']"
SWIS716127,4,4,932.1800000000001,"['PNCB865866', 'CITI243959', 'SWIS916852', 'GOLD244032']"
CAYM160365,4,4,905.81,"['SWIS860831', 'WELL357380', 'USBA369636', 'CHAS492679']"
HSBC934785,4,4,898.86,"['LUXE572165', 'HSBC387553', 'PNCB835843', 'HSBC758655']"
LUXE572165,4,4,893.23,"['CAYM103931', 'MORG280939', 'CRED135179', 'SWIS475239']"
LUXE523541,4,4,890.24,"['SWIS686282', 'CRED541876', 'CAYM282795', 'CHAS633633']"
BANK670724,4,4,884.97,"['BANK387676', 'HSBC153089', 'CRED838412', 'OFFS850071']"
PRIV326346,4,4,855.6600000000001,"['CRED136027', 'OFFS971568', 'UBS920786', 'UBS799269']"
MORG836396,4,4,829.04,"['MORG691862', 'GOLD703365', 'WELL622509', 'CRED520628']"
UBS873917,4,4,820.3000000000001,"['PRIV909324', 'SHEL206641', 'GOLD211722', 'PRIV336593']"
OFFS363731,4,4,801.25,"['CAYM918014', 'CAYM338268', 'STAN976145', 'CITI105457']"
SHEL959484,4,4,723.5799999999999,"['PNCB749500', 'WELL760901', 'OFFS966041', 'CITI243959']"
CITI333045,4,4,720.98,"['STAN130564', 'PNCB465671', 'GOLD107542', 'PNCB737679']"
MORG793176,4,4,694.3900000000001,"['WELL330374', 'USBA170097', 'HSBC561230', 'TDBA615324']"
TDBA872513,4,4,692.01,"['BANK319952', 'CRED245014', 'USBA371863', 'USBA299776']"
PRIV426788,4,4,651.19,"['MORG815084', 'LUXE350146', 'DEUT197850', 'SHEL820398']"
STAN365953,4,4,588.1600000000001,"['WELL357380', 'WELL980633', 'WELL220805', 'SHEL671929']"
PRIV362791,4,4,577.0899999999999,"['BARC870219', 'CRED154497', 'OFFS632272', 'UBS456051']"
DEUT709355,4,4,547.16,"['PRIV284989', 'TDBA212761', 'WELL953102', 'USBA755341']"
CAYM692662,4,4,527.28,"['HSBC748145', 'WELL309110', 'USBA291678', 'CAPI686082']"
CAPI686082,4,4,497.95,"['CAYM600330', 'CHAS289120', 'DEUT509141', 'PRIV700492']"
PRIV653482,4,4,452.08000000000004,"['OFFS855136', 'USBA185642', 'LUXE171782', 'BARC540100']"
DEUT685595,4,4,355.84,"['UBS565436', 'HSBC715733', 'WELL210990', 'LUXE291903']"
UBS638780,3,3,59964.7,"['LUXE854335', 'BANK601492', 'BARC890169']"
HSBC692265,3,3,52739.770000000004,"['GOLD924422', 'BANK387676', 'UBS740439']"
PRIV835522,3,3,50120.37,"['CITI374650', 'PNCB798668', 'CRED872643']"
DEUT308851,3,3,49718.55,"['CHAS934010', 'SWIS741422', 'TDBA665201']"
BANK379376,3,3,47598.07,"['WELL917077', 'GOLD812276', 'BANK474280']"
SWIS736081,3,3,47296.4,"['CAPI588903', 'CAYM897342', 'MORG521284']"
PRIV909324,3,3,46515.97,"['CAYM188798', 'DEUT172798', 'HSBC635434']"
OFFS924046,3,3,43261.11,"['OFFS419296', 'PRIV150089', 'LUXE539928']"
CAPI815893,3,3,40354.880000000005,"['OFFS461398', 'BARC507594', 'STAN551491']"
PRIV908047,3,3,38008.88,"['BARC583910', 'CHAS261859', 'LUXE369950']"
STAN813569,3,3,35887.13,"['CAYM848746', 'BARC315956', 'GOLD811874']"
UBS300900,3,3,35514.36,"['CAPI902381', 'PRIV354762', 'WELL670669']"
STAN435633,3,3,35252.19,"['CITI858302', 'PRIV939952', 'STAN456143']"
USBA563045,3,3,35105.049999999996,"['CAYM897342', 'BARC422539', 'LUXE400804']"
STAN456143,3,3,34561.45,"['LUXE724637', 'PNCB404224', 'CHAS683405']"
CITI858302,3,3,32656.5,"['STAN795947', 'HSBC758655', 'CRED830110']"
MORG204568,3,3,31952.09,"['TDBA681183', 'UBS598994', 'OFFS480142']"
SWIS403097,3,3,31355.25,"['CHAS167632', 'CAPI757535', 'UBS593857']"
OFFS637941,3,3,31332.47,"['CRED878756', 'HSBC676010', 'LUXE702392']"
DEUT911718,3,3,30835.170000000002,"['CAPI564172', 'BARC883695', 'CHAS595673']"
CAPI756622,3,3,30752.16,"['PRIV823092', 'CAPI296380', 'OFFS548660']"
CRED122898,3,3,29249.97,"['HSBC817125', 'LUXE926043', 'USBA170097']"
OFFS354764,3,3,29225.57,"['OFFS263042', 'UBS438300', 'DEUT966754']"
CRED718306,3,3,27202.75,"['OFFS262293', 'MORG538877', 'PRIV949260']"
BANK463248,3,3,27081.800000000003,"['SHEL803626', 'SWIS676410', 'SWIS928334']"
MORG993458,3,3,24896.050000000003,"['WELL850403', 'USBA369636', 'MORG437689']"
UBS572362,3,3,24358.43,"['MORG619854', 'BARC507594', 'PNCB798668']"
DEUT217163,3,3,24145.25,"['UBS470807', 'SWIS444039', 'SHEL816029']"
LUXE654795,3,3,23457.3,"['CAPI731664', 'BARC870219', 'CITI388599']"
BANK853473,3,3,22920.950000000004,"['MORG497154', 'UBS495076', 'GOLD221579']"
SWIS423286,3,3,21850.15,"['DEUT629262', 'CHAS205509', 'OFFS354764']"
CRED978722,3,3,21623.839999999997,"['CHAS348728', 'CHAS455337', 'PRIV629162']"
GOLD599723,3,3,21619.670000000002,"['STAN752264', 'BARC518009', 'WELL467859']"
BARC315956,3,3,21067.94,"['CRED312046', 'CITI781191', 'SHEL398373']"
MORG222817,3,3,20632.260000000002,"['GOLD533621', 'CHAS759513', 'SHEL690543']"
BANK696174,3,3,19652.100000000002,"['HSBC934785', 'CAYM421416', 'CAYM640157']"
PNCB778630,3,3,18866.07,"['TDBA336466', 'TDBA335119', 'LUXE702392']"
UBS155405,3,3,18783.98,"['TDBA369623', 'CHAS762132', 'GOLD948470']"
SWIS232473,3,3,18307.7,"['PNCB919330', 'CHAS248387', 'USBA369636']"
MORG885503,3,3,18160.5,"['WELL999576', 'WELL210990', 'TDBA947252']"
CITI624820,3,3,18012.0,"['PRIV780935', 'CAPI236351', 'USBA672607']"
UBS421413,3,3,17805.42,"['HSBC426024', 'CITI917748', 'PRIV275815']"
OFFS419296,3,3,17293.129999999997,"['BARC295556', 'PRIV610446', 'USBA369636']"
PRIV970841,3,3,16998.58,"['CRED245014', 'SHEL879079', 'CRED143894']"
LUXE748415,3,3,16967.43,"['DEUT518891', 'HSBC934785', 'CHAS361928']"
CHAS314485,3,3,16930.42,"['PNCB895364', 'WELL204086', 'LUXE724637']"
DEUT812251,3,3,16796.79,"['CRED239279', 'UBS765733', 'DEUT966754']"
PNCB921167,3,3,15848.259999999998,"['LUXE155944', 'PRIV496435', 'PRIV336593']"
BARC228708,3,3,15687.09,"['OFFS468979', 'HSBC640188', 'CAPI713665']"
BARC629352,3,3,15570.89,"['CAYM851903', 'TDBA615324', 'PNCB798668']"
CRED695570,3,3,15389.56,"['CHAS256418', 'LUXE476698', 'TDBA457780']"
MORG480461,3,3,15222.15,"['STAN188075', 'CITI388599', 'SWIS954093']"
CAPI910986,3,3,15204.03,"['UBS499803', 'WELL999576', 'PRIV909324']"
BARC787129,3,3,15169.49,"['CAPI955818', 'USBA572690', 'BARC507594']"
CITI378367,3,3,15098.33,"['OFFS927625', 'BARC697169', 'CITI324820']"
BANK387676,3,3,14762.529999999999,"['CRED136027', 'GOLD592428', 'HSBC692265']"
GOLD577534,3,3,14639.68,"['CAYM604358', 'UBS559260', 'STAN563155']"
LUXE482576,3,3,14462.789999999999,"['LUXE926043', 'TDBA830492', 'PRIV275815']"
MORG833869,3,3,14369.230000000001,"['CAPI599131', 'SHEL484060', 'SHEL816029']"
CITI506734,3,3,14268.68,"['CITI523421', 'SHEL959484', 'CITI324820']"
CAYM604358,3,3,13997.6,"['DEUT464227', 'MORG131689', 'MORG437689']"
BANK571046,3,3,13938.14,"['SHEL782390', 'LUXE155944', 'SHEL816029']"
LUXE727232,3,3,13821.98,"['PRIV829426', 'MORG185912', 'CRED143894']"
UBS894771,3,3,13733.42,"['HSBC840387', 'BANK801659', 'BARC890169']"
BARC182367,3,3,13402.69,"['BARC299118', 'CITI211553', 'SHEL816029']"
PNCB287130,3,3,13387.04,"['OFFS351114', 'SHEL343080', 'CITI388599']"
CAPI723835,3,3,13341.43,"['BARC399142', 'BARC366757', 'PRIV275815']"
OFFS154884,3,3,13257.8,"['SWIS856304', 'BANK272295', 'SHEL288215']"
PRIV970258,3,3,13120.769999999999,"['CRED922762', 'TDBA872513', 'CAYM687103']"
BARC323608,3,3,13079.9,"['USBA398307', 'SHEL190568', 'USBA316382']"
SWIS239874,3,3,12819.82,"['GOLD703365', 'TDBA665201', 'STAN563155']"
PRIV610446,3,3,12767.17,"['DEUT599523', 'TDBA374620', 'MORG437689']"
BANK881436,3,3,12629.53,"['TDBA166544', 'PRIV242694', 'BARC697169']"
GOLD684150,3,3,12628.599999999999,"['TDBA947252', 'SWIS228874', 'USBA190101']"
PRIV125547,3,3,12486.01,"['TDBA611111', 'PNCB998988', 'LUXE812878']"
BARC822850,3,3,12265.18,"['STAN136874', 'USBA220558', 'BANK956186']"
LUXE845691,3,3,12207.470000000001,"['TDBA865912', 'LUXE589877', 'LUXE702392']"
STAN633248,3,3,12096.38,"['PRIV557308', 'WELL361387', 'DEUT966754']"
CAYM970327,3,3,11676.67,"['BARC607204', 'SWIS232392', 'MORG107147']"
CRED213957,3,3,11376.66,"['CHAS230667', 'PRIV366354', 'MORG815084']"
SHEL858126,3,3,11354.21,"['TDBA947252', 'SHEL418247', 'BANK720234']"
DEUT629262,3,3,11306.5,"['SHEL277154', 'WELL176809', 'BARC507594']"
HSBC741334,3,3,11135.23,"['SWIS710891', 'MORG663004', 'OFFS363731']"
CITI373858,3,3,11114.36,"['MORG513732', 'STAN649778', 'MORG306306']"
LUXE776505,3,3,10867.46,"['PRIV161279', 'MORG591338', 'UBS612868']"
SHEL719873,3,3,10604.72,"['CITI233552', 'USBA883131', 'BANK463248']"
USBA606158,3,3,9809.529999999999,"['LUXE284727', 'LUXE367256', 'USBA950864']"
HSBC942698,3,3,9537.87,"['DEUT830447', 'CHAS416182', 'CAPI830868']"
MORG701813,3,3,9535.2,"['SWIS599641', 'GOLD168728', 'OFFS354764']"
STAN394149,3,3,9452.02,"['CAYM897342', 'CAYM338268', 'CAPI938723']"
OFFS801722,3,3,9402.85,"['CHAS575562', 'BARC890169', 'SWIS547716']"
USBA768702,3,4,9206.47,"['CAYM632822', 'CAPI678713', 'LUXE522575']"
WELL302196,3,3,9181.259999999998,"['HSBC741334', 'DEUT230609', 'MORG721843']"
PNCB876336,3,3,9173.539999999999,"['CITI628211', 'CITI112146', 'STAN936820']"
PNCB844548,3,3,9045.24,"['CRED656816', 'PRIV324362', 'USBA672607']"
DEUT821745,3,3,8918.45,"['TDBA329906', 'DEUT581659', 'OFFS354764']"
OFFS238142,3,3,8753.07,"['CAPI940904', 'MORG437689', 'UBS811873']"
CITI387381,3,3,8669.39,"['CAYM615500', 'USBA512285', 'HSBC387553']"
PNCB335093,3,3,8498.43,"['USBA561275', 'DEUT878709', 'CRED634665']"
UBS799663,3,3,8435.48,"['PNCB737086', 'PRIV653482', 'TDBA212761']"
CAPI938723,3,3,8063.4,"['DEUT323035', 'SHEL418247', 'STAN993141']"
STAN510581,3,3,8051.24,"['BANK403252', 'CHAS172406', 'BARC507594']"
CAPI902381,3,3,7975.79,"['OFFS332758', 'MORG109434', 'PRIV275815']"
MORG860961,3,3,7490.58,"['SWIS195613', 'HSBC355343', 'PNCB798668']"
PRIV636726,3,3,7449.74,"['PRIV258009', 'CITI461496', 'HSBC584043']"
GOLD242784,3,3,7427.46,"['SWIS801905', 'WELL176809', 'CAPI992221']"
DEUT456977,3,3,7353.25,"['BANK355097', 'PNCB951006', 'PRIV275815']"
SWIS410953,3,3,7221.18,"['UBS572362', 'PRIV780935', 'OFFS354764']"
MORG241891,3,3,7213.96,"['WELL176809', 'CHAS324245', 'SHEL496487']"
OFFS699111,3,3,6978.650000000001,"['GOLD391250', 'BARC500355', 'DEUT387367']"
SWIS797155,3,3,6942.09,"['LUXE487478', 'BARC983366', 'DEUT966754']"
CITI283965,3,3,6830.889999999999,"['CHAS226022', 'STAN985113', 'WELL321174']"
CITI389353,3,3,6808.820000000001,"['GOLD762951', 'BARC787129', 'BANK105115']"
PRIV761961,3,3,6685.0,"['SWIS674507', 'DEUT907610', 'PNCB160145']"
CITI477483,3,3,6641.719999999999,"['CAPI442353', 'SHEL973268', 'PNCB357146']"
CITI699112,3,3,6565.58,"['WELL188866', 'CAPI713665', 'CAPI773475']"
GOLD485333,3,3,6367.9400000000005,"['LUXE302064', 'STAN356949', 'WELL467859']"
CAYM165285,3,3,6319.89,"['LUXE928162', 'CAYM999506', 'CAYM970327']"
DEUT865331,3,3,6279.7699999999995,"['CHAS334855', 'BANK272295', 'LUXE433564']"
GOLD832797,3,3,6234.38,"['DEUT518891', 'WELL917077', 'CHAS348728']"
WELL350702,3,3,6158.76,"['CHAS834782', 'GOLD159244', 'BANK618016']"
WELL227750,3,3,6077.92,"['CRED655207', 'BARC969946', 'UBS717601']"
BARC299741,3,3,6017.45,"['CRED173280', 'PNCB726067', 'LUXE287598']"
CRED878756,3,3,5990.849999999999,"['USBA642262', 'GOLD364687', 'STAN436263']"
STAN582488,3,3,5976.04,"['USBA642262', 'CAYM852086', 'TDBA199675']"
LUXE475254,3,3,5929.77,"['LUXE253915', 'BARC107200', 'BANK474280']"
PRIV134435,3,3,5839.629999999999,"['BARC787129', 'STAN365953', 'SWIS874572']"
BARC402802,3,3,5732.66,"['PRIV636726', 'OFFS467969', 'WELL853336']"
DEUT991359,3,3,5716.889999999999,"['MORG737867', 'PRIV908047', 'CHAS747595']"
UBS268987,3,3,5664.51,"['CAPI602377', 'MORG796511', 'STAN899532']"
CHAS167632,3,3,5626.46,"['SWIS546540', 'STAN899532', 'CITI243959']"
CRED715344,3,3,5325.32,"['BARC986073', 'STAN641248', 'CRED203012']"
SHEL841212,3,3,5303.57,"['DEUT808979', 'WELL482566', 'CAPI789662']"
STAN337770,3,3,5227.05,"['PNCB646287', 'PNCB754873', 'LUXE702392']"
STAN115957,3,3,5179.34,"['HSBC692265', 'CITI223992', 'OFFS772496']"
SWIS942057,3,3,5178.37,"['STAN215894', 'PRIV599477', 'USBA609986']"
GOLD159244,3,3,5146.6,"['LUXE814112', 'CITI373858', 'PNCB795919']"
DEUT857922,3,3,5136.38,"['USBA332879', 'OFFS163622', 'MORG306306']"
CITI406079,3,3,5072.13,"['UBS962416', 'LUXE604858', 'UBS134499']"
PNCB102358,3,3,4959.14,"['DEUT695547', 'CITI465311', 'UBS604930']"
MORG929430,3,3,4892.25,"['GOLD811874', 'CITI858302', 'CAPI383827']"
OFFS632272,3,3,4852.11,"['USBA300157', 'TDBA665201', 'PRIV398429']"
CITI807340,3,3,4745.77,"['STAN150866', 'SHEL178074', 'CAPI938723']"
BANK914581,3,3,4714.09,"['GOLD107542', 'BARC907432', 'TDBA212761']"
CAYM615500,3,3,4546.33,"['BARC325336', 'WELL427788', 'SWIS115209']"
MORG446330,3,3,4498.26,"['USBA512285', 'SWIS424007', 'SWIS646478']"
GOLD619661,3,3,4457.419999999999,"['CAYM103931', 'PNCB895364', 'WELL120596']"
BARC168890,3,3,4456.19,"['MORG538877', 'TDBA329906', 'DEUT906591']"
UBS114369,3,3,4314.139999999999,"['BANK956186', 'CAPI888486', 'DEUT599523']"
CHAS122133,3,3,4300.21,"['UBS498294', 'CAYM547073', 'BANK686384']"
WELL168283,3,3,4281.35,"['BANK403252', 'USBA883131', 'LUXE165219']"
LUXE906088,3,3,4235.11,"['SWIS839485', 'USBA847109', 'PNCB726067']"
CHAS358246,3,3,4179.38,"['UBS421413', 'CAYM999506', 'SHEL820398']"
CHAS867061,3,3,4155.54,"['MORG496004', 'GOLD525980', 'CRED914938']"
OFFS582227,3,3,4133.43,"['TDBA447524', 'PNCB148281', 'SHEL484060']"
GOLD223397,3,3,3990.8,"['CAPI796327', 'TDBA872513', 'OFFS576896']"
PRIV322575,3,3,3988.51,"['STAN907895', 'MORG762829', 'CITI723337']"
BANK356491,3,3,3983.67,"['PNCB798668', 'CHAS747595', 'SHEL206641']"
OFFS480571,3,3,3918.19,"['CITI723337', 'SWIS556558', 'CAYM754006']"
UBS209131,3,3,3880.37,"['SHEL366255', 'CHAS329072', 'CRED877406']"
PRIV275815,3,3,3819.95,"['USBA271335', 'SWIS949549', 'MORG995551']"
CRED510886,3,3,3779.85,"['PRIV167082', 'CRED239488', 'LUXE845409']"
BARC881895,3,3,3758.33,"['CHAS661843', 'USBA291678', 'BANK759021']"
CITI302535,3,3,3743.1000000000004,"['HSBC741334', 'MORG721843', 'PRIV186655']"
PRIV158258,3,3,3730.52,"['CHAS844816', 'CAPI581264', 'SHEL173359']"
BANK755068,3,3,3591.59,"['MORG885503', 'DEUT830447', 'PNCB720725']"
PRIV309112,3,3,3588.09,"['TDBA860327', 'CAYM790807', 'CAPI976622']"
CRED448063,3,3,3559.07,"['CAPI599131', 'TDBA221027', 'LUXE745936']"
BANK465156,3,3,3527.93,"['SWIS322833', 'SWIS803103', 'LUXE246949']"
MORG787027,3,3,3484.73,"['MORG747617', 'LUXE591880', 'BANK958495']"
PNCB585727,3,3,3468.11,"['BARC767197', 'SHEL551672', 'STAN510581']"
CITI614069,3,3,3443.56,"['DEUT709355', 'BANK651527', 'LUXE702392']"
PNCB525523,3,3,3440.9,"['BARC893752', 'STAN568706', 'PNCB635368']"
SWIS298957,3,3,3438.04,"['PRIV253351', 'SWIS902830', 'TDBA199675']"
BANK898132,3,3,3427.2700000000004,"['UBS177070', 'LUXE400239', 'UBS266029']"
CRED958520,3,3,3364.24,"['OFFS480142', 'DEUT997470', 'USBA664938']"
BANK355097,3,3,3331.48,"['HSBC743849', 'OFFS387361', 'MORG691862']"
STAN907895,3,3,3324.03,"['TDBA872513', 'GOLD192661', 'MORG513732']"
DEUT687677,3,3,3316.69,"['LUXE914667', 'WELL169534', 'CAYM547073']"
SWIS428874,3,3,3295.08,"['SHEL173359', 'CAPI602377', 'UBS359686']"
LUXE769044,3,3,3287.4399999999996,"['BANK766535', 'USBA755341', 'UBS737615']"
